"Contract Type","Contract Name","Clearing Quantity (MWh)"
"Block","PB19041122-02","15.00"
"Hourly","PH19041122","1,059.90"
"Hourly","PH19041123","1,029.00"
"Block","PB19041123-01","368.00"
"Hourly","PH19041200","275.10"
"Block","PB19041200-24","0.80"
"Block","PB19041200-01","269.20"
"Block","PB19041201-01","233.40"
"Hourly","PH19041201","199.00"
"Block","PB19041202-01","209.80"
"Hourly","PH19041202","160.80"
"Block","PB19041203-01","235.60"
"Hourly","PH19041203","165.80"
"Block","PB19041204-01","213.90"
"Hourly","PH19041204","167.30"
"Block","PB19041205-01","215.40"
"Hourly","PH19041205","163.60"
"Hourly","PH19041206","190.90"
"Block","PB19041206-01","286.90"
"Block","PB19041207-01","297.90"
"Hourly","PH19041207","200.80"
"Block","PB19041208-01","274.10"
"Hourly","PH19041208","169.40"
"Block","PB19041209-01","216.10"
"Hourly","PH19041209","397.40"
"Hourly","PH19041210","631.20"
"Block","PB19041210-03","2.00"
"Block","PB19041210-01","246.30"
"Block","PB19041211-01","274.00"
"Block","PB19041211-02","120.00"
"Hourly","PH19041211","813.00"
"Block","PB19041212-01","298.10"
"Hourly","PH19041212","743.00"
"Block","PB19041213-01","372.00"
"Hourly","PH19041213","1,173.60"
"Block","PB19041214-01","272.00"
"Block","PB19041214-02","60.50"
"Hourly","PH19041214","694.80"
"Block","PB19041215-01","344.70"
"Hourly","PH19041215","550.70"
"Hourly","PH19041216","461.40"
"Block","PB19041216-01","391.30"
"Block","PB19041217-01","377.30"
"Hourly","PH19041217","833.80"
"Block","PB19041218-01","374.50"
"Hourly","PH19041218","1,084.90"
"Block","PB19041219-01","345.90"
"Hourly","PH19041219","967.20"
"Block","PB19041220-01","361.80"
"Hourly","PH19041220","1,109.30"
"Hourly","PH19041221","1,002.50"
"Block","PB19041221-01","373.20"
"Hourly","PH19041222","1,350.50"
"Block","PB19041222-01","368.70"
"Block","PB19041223-01","401.50"
"Hourly","PH19041223","912.30"
"Hourly","PH19041300","119.40"
"Block","PB19041300-01","264.60"
"Block","PB19041300-24","0.80"
"Hourly","PH19041301","135.20"
"Block","PB19041301-01","241.90"
"Block","PB19041302-01","221.50"
"Hourly","PH19041302","187.70"
"Block","PB19041303-01","222.90"
"Hourly","PH19041303","134.80"
"Block","PB19041304-01","196.50"
"Hourly","PH19041304","152.80"
"Hourly","PH19041305","137.20"
"Block","PB19041305-01","184.20"
"Block","PB19041306-01","165.90"
"Hourly","PH19041306","149.10"
"Block","PB19041307-01","156.80"
"Hourly","PH19041307","105.80"
"Hourly","PH19041308","196.40"
"Block","PB19041308-01","183.60"
"Block","PB19041309-01","160.50"
"Hourly","PH19041309","179.50"
"Block","PB19041310-02","1.50"
"Block","PB19041310-01","195.30"
"Hourly","PH19041310","214.30"
"Block","PB19041311-01","213.20"
"Hourly","PH19041311","258.50"
"Hourly","PH19041312","276.20"
"Block","PB19041312-01","313.80"
"Block","PB19041312-06","61.00"
"Hourly","PH19041313","644.20"
"Block","PB19041313-01","294.80"
"Block","PB19041313-04","40.00"
"Block","PB19041314-01","295.90"
"Hourly","PH19041314","924.50"
"Block","PB19041315-01","286.20"
"Hourly","PH19041315","973.30"
"Hourly","PH19041316","975.80"
"Block","PB19041316-01","309.20"
"Hourly","PH19041317","458.00"
"Block","PB19041317-01","385.20"
"Block","PB19041318-01","384.90"
"Block","PB19041318-02","1.50"
"Hourly","PH19041318","530.90"
"Block","PB19041319-01","387.40"
"Hourly","PH19041319","485.00"
"Hourly","PH19041320","419.00"
"Block","PB19041320-01","357.30"
"Hourly","PH19041321","394.70"
"Block","PB19041321-01","268.90"
"Hourly","PH19041322","378.60"
"Block","PB19041322-01","319.00"
"Block","PB19041323-01","288.40"
"Hourly","PH19041323","389.80"
"Hourly","PH19041400","102.20"
"Block","PB19041400-24","0.50"
"Block","PB19041400-01","229.60"
"Block","PB19041400-08","0.30"
"Hourly","PH19041401","82.30"
"Block","PB19041401-01","204.10"
"Block","PB19041402-01","186.80"
"Hourly","PH19041402","88.20"
"Hourly","PH19041403","144.10"
"Block","PB19041403-01","235.80"
"Block","PB19041404-01","231.60"
"Hourly","PH19041404","142.60"
"Block","PB19041405-01","214.70"
"Hourly","PH19041405","144.70"
"Hourly","PH19041406","131.20"
"Block","PB19041406-01","211.60"
"Block","PB19041406-05","40.00"
"Hourly","PH19041407","149.80"
"Block","PB19041407-01","236.00"
"Hourly","PH19041408","99.00"
"Block","PB19041408-11","4.70"
"Block","PB19041408-01","231.70"
"Block","PB19041409-01","219.80"
"Hourly","PH19041409","302.40"
"Hourly","PH19041410","271.80"
"Block","PB19041410-01","213.00"
"Hourly","PH19041411","212.20"
"Block","PB19041411-07","45.00"
"Block","PB19041411-01","213.30"
"Block","PB19041412-01","208.10"
"Hourly","PH19041412","545.40"
"Hourly","PH19041413","834.20"
"Block","PB19041413-05","10.00"
"Block","PB19041413-01","247.90"
"Hourly","PH19041414","861.20"
"Block","PB19041414-01","237.20"
"Hourly","PH19041415","687.90"
"Block","PB19041415-01","247.30"
"Block","PB19041416-01","322.30"
"Hourly","PH19041416","561.00"
"Hourly","PH19041417","790.10"
"Block","PB19041417-01","245.90"
"Hourly","PH19041418","268.80"
"Block","PB19041418-01","280.80"
"Block","PB19041419-01","260.60"
"Hourly","PH19041419","470.50"
"Hourly","PH19041420","489.30"
"Block","PB19041420-01","258.40"
"Hourly","PH19041421","507.50"
"Block","PB19041421-01","256.70"
"Hourly","PH19041422","556.80"
"Block","PB19041422-01","240.30"
"Block","PB19041423-01","213.00"
"Hourly","PH19041423","612.40"
"Block","PB19041500-01","202.70"
"Block","PB19041500-24","0.50"
"Hourly","PH19041500","105.60"
"Block","PB19041501-01","198.90"
"Hourly","PH19041501","188.30"
"Block","PB19041502-01","222.90"
"Hourly","PH19041502","115.00"
"Hourly","PH19041503","164.80"
"Block","PB19041503-01","205.30"
"Block","PB19041504-01","179.20"
"Hourly","PH19041504","148.70"
"Hourly","PH19041505","99.60"
"Block","PB19041505-06","70.00"
"Block","PB19041505-01","197.00"
"Block","PB19041506-01","205.30"
"Hourly","PH19041506","132.40"
"Block","PB19041507-01","201.50"
"Hourly","PH19041507","104.40"
"Block","PB19041508-01","207.90"
"Hourly","PH19041508","105.40"
"Hourly","PH19041509","111.10"
"Block","PB19041509-01","187.20"
"Block","PB19041510-01","204.60"
"Hourly","PH19041510","287.60"
"Block","PB19041511-01","236.90"
"Hourly","PH19041511","315.10"
"Hourly","PH19041512","215.50"
"Block","PB19041512-01","339.30"
"Block","PB19041513-01","302.30"
"Hourly","PH19041513","252.70"
"Block","PB19041514-01","300.90"
"Hourly","PH19041514","441.30"
"Hourly","PH19041515","380.20"
"Block","PB19041515-01","213.10"
"Hourly","PH19041516","540.70"
"Block","PB19041516-01","259.60"
"Block","PB19041517-01","340.10"
"Hourly","PH19041517","513.30"
"Hourly","PH19041518","473.90"
"Block","PB19041518-01","332.70"
"Block","PB19041519-01","338.70"
"Hourly","PH19041519","443.70"
"Block","PB19041520-01","395.20"
"Hourly","PH19041520","398.40"
"Block","PB19041521-01","397.40"
"Hourly","PH19041521","351.60"
"Hourly","PH19041522","357.20"
"Block","PB19041522-01","394.30"
"Block","PB19041523-01","397.20"
"Hourly","PH19041523","262.30"
"Block","PB19041600-24","0.80"
"Block","PB19041600-01","240.80"
"Hourly","PH19041600","142.90"
"Block","PB19041601-01","231.00"
"Hourly","PH19041601","90.60"
"Block","PB19041602-01","251.10"
"Hourly","PH19041602","235.00"
"Block","PB19041603-01","211.60"
"Hourly","PH19041603","68.60"
"Block","PB19041604-01","223.70"
"Hourly","PH19041604","87.60"
"Block","PB19041605-01","214.30"
"Hourly","PH19041605","78.70"
"Block","PB19041606-01","253.40"
"Hourly","PH19041606","92.70"
"Block","PB19041607-01","224.10"
"Hourly","PH19041607","132.50"
"Block","PB19041608-01","234.60"
"Hourly","PH19041608","292.90"
"Block","PB19041609-01","201.70"
"Hourly","PH19041609","150.70"
"Block","PB19041610-01","219.80"
"Hourly","PH19041610","409.60"
"Block","PB19041611-05","120.00"
"Block","PB19041611-01","233.10"
"Hourly","PH19041611","519.90"
"Block","PB19041612-01","218.30"
"Block","PB19041612-04","0.00"
"Hourly","PH19041612","591.70"
"Block","PB19041613-01","244.40"
"Hourly","PH19041613","524.90"
"Block","PB19041614-01","253.80"
"Hourly","PH19041614","750.10"
"Block","PB19041615-01","280.30"
"Hourly","PH19041615","475.80"
"Block","PB19041616-01","287.40"
"Block","PB19041616-08","0.00"
"Hourly","PH19041616","429.60"
"Block","PB19041617-01","271.00"
"Hourly","PH19041617","458.70"
"Block","PB19041618-01","267.40"
"Hourly","PH19041618","383.90"
"Block","PB19041619-01","267.90"
"Hourly","PH19041619","365.10"
"Block","PB19041620-01","276.50"
"Hourly","PH19041620","281.50"
"Block","PB19041621-01","308.60"
"Hourly","PH19041621","209.30"
"Block","PB19041622-01","302.30"
"Hourly","PH19041622","489.40"
"Block","PB19041623-01","277.40"
"Hourly","PH19041623","511.10"
"Block","PB19041700-01","171.50"
"Hourly","PH19041700","208.00"
"Block","PB19041701-02","12.00"
"Hourly","PH19041701","197.30"
"Block","PB19041701-01","158.30"
"Block","PB19041701-23","0.80"
"Hourly","PH19041702","170.90"
"Block","PB19041702-01","302.20"
"Block","PB19041703-02","14.20"
"Hourly","PH19041703","295.20"
"Block","PB19041703-01","181.20"
"Block","PB19041704-01","191.80"
"Hourly","PH19041704","238.30"
"Block","PB19041705-01","222.20"
"Hourly","PH19041705","133.10"
"Hourly","PH19041706","139.50"
"Block","PB19041706-01","235.10"
"Hourly","PH19041707","144.20"
"Block","PB19041707-01","181.60"
"Hourly","PH19041708","141.10"
"Block","PB19041708-01","171.10"
"Hourly","PH19041709","142.00"
"Block","PB19041709-01","167.80"
"Block","PB19041710-01","196.90"
"Hourly","PH19041710","264.50"
"Hourly","PH19041711","355.50"
"Block","PB19041711-01","166.70"
"Block","PB19041712-01","174.70"
"Hourly","PH19041712","503.60"
"Block","PB19041713-01","199.10"
"Hourly","PH19041713","559.10"
"Block","PB19041714-01","190.80"
"Hourly","PH19041714","765.30"
"Block","PB19041715-03","2.00"
"Hourly","PH19041715","967.60"
"Block","PB19041715-09","3.00"
"Block","PB19041715-01","231.70"
"Block","PB19041716-01","306.00"
"Hourly","PH19041716","816.50"
"Block","PB19041717-01","305.10"
"Hourly","PH19041717","725.20"
"Hourly","PH19041718","713.70"
"Block","PB19041718-01","336.30"
"Block","PB19041719-01","307.80"
"Hourly","PH19041719","567.40"
"Block","PB19041719-05","0.50"
"Block","PB19041720-01","606.90"
"Hourly","PH19041720","526.00"
"Hourly","PH19041721","451.40"
"Block","PB19041721-03","3.00"
"Block","PB19041721-01","325.70"
"Hourly","PH19041722","509.40"
"Block","PB19041722-01","264.80"
"Block","PB19041723-01","278.40"
"Hourly","PH19041723","445.10"
"Block","PB19041800-07","6.00"
"Block","PB19041800-01","199.60"
"Hourly","PH19041800","191.70"
"Block","PB19041800-24","0.80"
"Block","PB19041801-01","186.40"
"Hourly","PH19041801","208.80"
"Block","PB19041802-01","199.20"
"Hourly","PH19041802","199.60"
"Block","PB19041803-01","281.80"
"Hourly","PH19041803","181.90"
"Hourly","PH19041804","95.10"
"Block","PB19041804-01","258.50"
"Block","PB19041805-01","209.50"
"Hourly","PH19041805","131.50"
"Hourly","PH19041806","153.70"
"Block","PB19041806-01","184.00"
"Block","PB19041807-01","198.80"
"Hourly","PH19041807","188.10"
"Block","PB19041808-01","187.10"
"Hourly","PH19041808","296.00"
"Hourly","PH19041809","314.50"
"Block","PB19041809-01","173.90"
"Hourly","PH19041810","417.20"
"Block","PB19041810-01","205.30"
"Hourly","PH19041811","448.50"
"Block","PB19041811-02","20.00"
"Block","PB19041811-03","16.00"
"Block","PB19041811-01","220.20"
"Block","PB19041812-01","251.20"
"Block","PB19041812-02","0.00"
"Hourly","PH19041812","398.30"
"Hourly","PH19041813","401.30"
"Block","PB19041813-01","310.40"
"Hourly","PH19041814","736.70"
"Block","PB19041814-01","266.20"
"Hourly","PH19041815","579.30"
"Block","PB19041815-01","279.80"
"Hourly","PH19041816","473.10"
"Block","PB19041816-01","308.90"
"Block","PB19041817-01","330.80"
"Hourly","PH19041817","453.80"
"Block","PB19041818-01","273.20"
"Hourly","PH19041818","411.90"
"Block","PB19041819-01","275.30"
"Hourly","PH19041819","292.10"
"Hourly","PH19041820","497.80"
"Block","PB19041820-01","255.00"
"Block","PB19041821-01","252.80"
"Hourly","PH19041821","397.70"
"Block","PB19041822-01","284.80"
"Hourly","PH19041822","355.30"
"Block","PB19041823-01","359.00"
"Hourly","PH19041823","720.20"
"Block","PB19041900-01","265.50"
"Block","PB19041900-24","0.80"
"Hourly","PH19041900","86.60"
"Block","PB19041901-01","274.10"
"Hourly","PH19041901","114.30"
"Hourly","PH19041902","110.40"
"Block","PB19041902-01","278.20"
"Block","PB19041903-01","279.10"
"Hourly","PH19041903","181.40"
"Hourly","PH19041904","187.80"
"Block","PB19041904-01","279.60"
"Block","PB19041905-01","280.10"
"Hourly","PH19041905","136.70"
"Block","PB19041906-01","282.50"
"Hourly","PH19041906","94.60"
"Hourly","PH19041907","84.70"
"Block","PB19041907-01","222.90"
"Block","PB19041908-01","213.70"
"Hourly","PH19041908","331.60"
"Hourly","PH19041909","393.00"
"Block","PB19041909-01","232.80"
"Hourly","PH19041910","529.00"
"Block","PB19041910-01","226.50"
"Hourly","PH19041911","550.90"
"Block","PB19041911-01","241.70"
"Hourly","PH19041912","557.50"
"Block","PB19041912-01","354.60"
"Hourly","PH19041913","833.00"
"Block","PB19041913-01","300.40"
"Hourly","PH19041914","393.40"
"Block","PB19041914-01","302.10"
"Block","PB19041915-01","329.90"
"Hourly","PH19041915","350.60"
"Hourly","PH19041916","394.20"
"Block","PB19041916-01","271.70"
"Block","PB19041917-01","317.30"
"Block","PB19041917-07","1.50"
"Hourly","PH19041917","738.20"
"Block","PB19041918-01","261.20"
"Hourly","PH19041918","952.60"
"Block","PB19041919-01","236.60"
"Hourly","PH19041919","952.00"
"Block","PB19041920-01","217.00"
"Hourly","PH19041920","773.80"
"Block","PB19041921-01","229.70"
"Hourly","PH19041921","611.80"
"Hourly","PH19041922","460.80"
"Block","PB19041922-02","10.00"
"Block","PB19041922-01","293.90"
"Block","PB19041923-01","356.30"
"Hourly","PH19041923","879.80"
"Block","PB19042000-01","301.90"
"Block","PB19042000-24","0.80"
"Hourly","PH19042000","356.60"
"Hourly","PH19042001","480.00"
"Block","PB19042001-01","335.80"
"Block","PB19042002-01","322.50"
"Hourly","PH19042002","403.80"
"Block","PB19042003-01","333.50"
"Hourly","PH19042003","386.60"
"Hourly","PH19042004","187.00"
"Block","PB19042004-01","310.80"
"Block","PB19042005-01","303.40"
"Hourly","PH19042005","167.20"
"Hourly","PH19042006","165.40"
"Block","PB19042006-01","315.80"
"Hourly","PH19042007","148.10"
"Block","PB19042007-01","332.90"
"Block","PB19042008-01","340.00"
"Hourly","PH19042008","183.10"
"Hourly","PH19042009","163.40"
"Block","PB19042009-01","287.90"
"Hourly","PH19042010","202.80"
"Block","PB19042010-01","251.80"
"Block","PB19042011-01","289.60"
"Hourly","PH19042011","261.50"
"Hourly","PH19042012","338.40"
"Block","PB19042012-01","299.80"
"Block","PB19042013-01","340.20"
"Hourly","PH19042013","405.40"
"Block","PB19042014-03","5.00"
"Hourly","PH19042014","401.30"
"Block","PB19042014-01","340.50"
"Hourly","PH19042015","236.40"
"Block","PB19042015-01","349.00"
"Block","PB19042015-02","20.00"
"Hourly","PH19042016","224.70"
"Block","PB19042016-01","352.70"
"Hourly","PH19042017","245.10"
"Block","PB19042017-01","341.40"
"Block","PB19042017-02","5.00"
"Block","PB19042018-01","294.60"
"Hourly","PH19042018","199.50"
"Hourly","PH19042019","276.80"
"Block","PB19042019-05","1.00"
"Block","PB19042019-01","307.10"
"Hourly","PH19042020","262.10"
"Block","PB19042020-01","258.70"
"Hourly","PH19042021","237.50"
"Block","PB19042021-01","268.00"
"Hourly","PH19042022","244.00"
"Block","PB19042022-01","266.30"
"Block","PB19042023-01","332.80"
"Hourly","PH19042023","264.40"
"Block","PB19042100-24","0.50"
"Block","PB19042100-01","205.60"
"Hourly","PH19042100","147.30"
"Block","PB19042100-19","0.30"
"Block","PB19042101-01","214.80"
"Hourly","PH19042101","182.80"
"Block","PB19042102-01","254.80"
"Hourly","PH19042102","186.20"
"Hourly","PH19042103","186.50"
"Block","PB19042103-01","225.60"
"Block","PB19042104-01","211.50"
"Hourly","PH19042104","189.30"
"Hourly","PH19042105","222.80"
"Block","PB19042105-01","242.30"
"Block","PB19042106-11","41.00"
"Hourly","PH19042106","200.90"
"Block","PB19042106-01","247.10"
"Block","PB19042107-01","259.10"
"Hourly","PH19042107","215.10"
"Block","PB19042108-01","264.10"
"Hourly","PH19042108","189.70"
"Block","PB19042109-01","344.70"
"Block","PB19042109-08","40.00"
"Hourly","PH19042109","140.00"
"Hourly","PH19042110","240.40"
"Block","PB19042110-01","222.80"
"Block","PB19042111-01","236.10"
"Hourly","PH19042111","324.30"
"Block","PB19042112-01","229.80"
"Hourly","PH19042112","357.60"
"Hourly","PH19042113","412.80"
"Block","PB19042113-01","242.00"
"Block","PB19042114-02","2.00"
"Block","PB19042114-08","15.00"
"Block","PB19042114-01","239.60"
"Hourly","PH19042114","396.00"
"Hourly","PH19042115","292.90"
"Block","PB19042115-01","295.70"
"Block","PB19042116-01","238.10"
"Hourly","PH19042116","390.50"
"Hourly","PH19042117","338.20"
"Block","PB19042117-01","323.90"
"Hourly","PH19042118","463.10"
"Block","PB19042118-01","310.50"
"Block","PB19042119-01","323.70"
"Hourly","PH19042119","372.40"
"Block","PB19042120-01","274.00"
"Block","PB19042120-04","0.30"
"Hourly","PH19042120","330.60"
"Block","PB19042121-01","307.00"
"Hourly","PH19042121","299.40"
"Hourly","PH19042122","269.80"
"Block","PB19042122-01","303.40"
"Block","PB19042123-01","314.30"
"Hourly","PH19042123","327.10"
"Block","PB19042200-01","332.50"
"Block","PB19042200-24","0.80"
"Hourly","PH19042200","158.30"
"Block","PB19042201-01","328.10"
"Hourly","PH19042201","202.10"
"Hourly","PH19042202","193.00"
"Block","PB19042202-01","310.50"
"Block","PB19042203-01","364.30"
"Hourly","PH19042203","193.30"
"Block","PB19042204-01","267.40"
"Hourly","PH19042204","167.30"
"Hourly","PH19042205","147.80"
"Block","PB19042205-01","240.80"
"Block","PB19042206-01","252.10"
"Hourly","PH19042206","170.70"
"Block","PB19042207-01","285.20"
"Hourly","PH19042207","270.00"
"Hourly","PH19042208","232.70"
"Block","PB19042208-01","268.80"
"Block","PB19042208-04","3.60"
"Hourly","PH19042209","234.60"
"Block","PB19042209-01","261.60"
"Hourly","PH19042210","414.30"
"Block","PB19042210-01","223.90"
"Hourly","PH19042211","658.00"
"Block","PB19042211-01","242.00"
"Hourly","PH19042212","390.60"
"Block","PB19042212-01","253.20"
"Hourly","PH19042213","466.50"
"Block","PB19042213-01","254.00"
"Hourly","PH19042214","753.40"
"Block","PB19042214-01","244.90"
"Block","PB19042214-09","3.60"
"Hourly","PH19042215","666.20"
"Block","PB19042215-01","202.20"
"Block","PB19042216-01","177.80"
"Hourly","PH19042216","752.80"
"Hourly","PH19042217","1,279.40"
"Block","PB19042217-01","253.10"
"Block","PB19042218-01","228.60"
"Hourly","PH19042218","1,200.70"
"Hourly","PH19042219","1,110.10"
"Block","PB19042219-01","251.50"
"Block","PB19042219-02","5.00"
"Block","PB19042220-01","163.40"
"Hourly","PH19042220","1,143.00"
"Block","PB19042221-01","193.60"
"Hourly","PH19042221","810.50"
"Hourly","PH19042222","786.20"
"Block","PB19042222-01","218.00"
"Hourly","PH19042223","460.30"
"Block","PB19042223-01","247.90"
"Hourly","PH19042300","280.30"
"Block","PB19042300-24","0.80"
"Block","PB19042300-01","184.40"
"Block","PB19042301-01","196.10"
"Hourly","PH19042301","319.70"
