"Contract Type","Contract Name","Trade Value (TL)"
"Block","PB19080111-01","62,488.38"
"Block","PB19080112-01","57,260.01"
"Hourly","PH19080112","130,169.41"
"Block","PB19080113-01","50,921.12"
"Hourly","PH19080113","124,438.17"
"Block","PB19080114-01","52,283.13"
"Hourly","PH19080114","118,783.10"
"Block","PB19080115-01","60,941.63"
"Hourly","PH19080115","126,580.65"
"Hourly","PH19080116","127,777.58"
"Block","PB19080116-01","67,530.60"
"Block","PB19080117-01","68,476.14"
"Hourly","PH19080117","114,458.82"
"Block","PB19080118-01","58,412.89"
"Hourly","PH19080118","65,415.42"
"Block","PB19080119-01","52,119.18"
"Hourly","PH19080119","91,492.25"
"Block","PB19080120-01","57,788.84"
"Hourly","PH19080120","90,292.52"
"Hourly","PH19080121","87,891.09"
"Block","PB19080121-01","65,012.19"
"Hourly","PH19080122","80,132.09"
"Block","PB19080122-01","63,330.55"
"Block","PB19080123-01","81,099.05"
"Hourly","PH19080123","73,605.43"
"Hourly","PH19080200","21,496.37"
"Block","PB19080200-02","939.00"
"Block","PB19080200-24","0.00"
"Block","PB19080200-01","51,416.70"
"Block","PB19080200-12","15,498.00"
"Hourly","PH19080201","24,723.78"
"Block","PB19080201-01","55,635.81"
"Hourly","PH19080202","37,995.65"
"Block","PB19080202-01","60,477.15"
"Block","PB19080203-01","53,799.38"
"Hourly","PH19080203","30,215.07"
"Block","PB19080204-01","53,775.55"
"Hourly","PH19080204","28,064.59"
"Block","PB19080205-01","48,075.58"
"Hourly","PH19080205","20,962.51"
"Hourly","PH19080206","34,599.16"
"Block","PB19080206-01","48,127.66"
"Block","PB19080207-01","45,741.55"
"Hourly","PH19080207","51,098.79"
"Hourly","PH19080208","33,440.87"
"Block","PB19080208-01","51,378.79"
"Hourly","PH19080209","65,981.03"
"Block","PB19080209-15","0.00"
"Block","PB19080209-01","55,390.05"
"Block","PB19080210-01","62,905.62"
"Hourly","PH19080210","115,561.11"
"Block","PB19080211-01","93,755.32"
"Hourly","PH19080211","148,921.09"
"Hourly","PH19080212","125,388.32"
"Block","PB19080212-01","82,129.52"
"Block","PB19080213-01","86,776.23"
"Hourly","PH19080213","189,397.77"
"Hourly","PH19080214","130,850.78"
"Block","PB19080214-01","83,912.91"
"Hourly","PH19080215","132,343.78"
"Block","PB19080215-01","77,025.47"
"Block","PB19080215-04","1,980.00"
"Block","PB19080216-01","76,121.02"
"Hourly","PH19080216","172,266.52"
"Block","PB19080217-01","84,383.37"
"Hourly","PH19080217","140,758.27"
"Block","PB19080218-01","84,995.44"
"Hourly","PH19080218","162,833.46"
"Hourly","PH19080219","128,202.72"
"Block","PB19080219-01","81,957.99"
"Hourly","PH19080220","115,145.86"
"Block","PB19080220-01","93,689.10"
"Hourly","PH19080221","122,188.56"
"Block","PB19080221-01","83,926.26"
"Hourly","PH19080222","115,187.68"
"Block","PB19080222-01","92,187.90"
"Block","PB19080223-01","89,241.84"
"Hourly","PH19080223","123,076.59"
"Block","PB19080300-01","44,513.90"
"Hourly","PH19080300","29,259.69"
"Block","PB19080301-01","45,640.62"
"Hourly","PH19080301","39,632.94"
"Block","PB19080302-01","36,592.74"
"Hourly","PH19080302","43,375.48"
"Hourly","PH19080303","40,565.31"
"Block","PB19080303-01","33,155.62"
"Block","PB19080304-20","4,424.00"
"Block","PB19080304-05","0.00"
"Hourly","PH19080304","33,800.83"
"Block","PB19080304-01","30,707.24"
"Hourly","PH19080305","35,022.96"
"Block","PB19080305-01","35,485.76"
"Block","PB19080306-01","42,163.07"
"Hourly","PH19080306","37,741.68"
"Block","PB19080307-01","39,864.41"
"Hourly","PH19080307","29,908.61"
"Block","PB19080308-01","32,028.15"
"Hourly","PH19080308","56,568.10"
"Hourly","PH19080309","72,216.34"
"Block","PB19080309-05","2,392.50"
"Block","PB19080309-01","26,976.09"
"Hourly","PH19080310","61,516.34"
"Block","PB19080310-01","23,836.99"
"Block","PB19080311-01","25,260.60"
"Hourly","PH19080311","85,510.10"
"Block","PB19080312-01","31,487.65"
"Hourly","PH19080312","92,590.42"
"Block","PB19080313-01","26,989.40"
"Hourly","PH19080313","227,146.15"
"Block","PB19080314-01","36,362.59"
"Hourly","PH19080314","252,466.47"
"Block","PB19080315-01","42,598.44"
"Hourly","PH19080315","255,927.19"
"Block","PB19080316-01","46,983.50"
"Hourly","PH19080316","285,836.10"
"Hourly","PH19080317","122,828.58"
"Block","PB19080317-01","56,216.21"
"Block","PB19080318-01","68,563.51"
"Hourly","PH19080318","86,968.05"
"Block","PB19080319-01","36,690.30"
"Hourly","PH19080319","95,327.11"
"Block","PB19080320-01","35,763.31"
"Hourly","PH19080320","82,307.43"
"Block","PB19080321-01","37,154.22"
"Block","PB19080321-03","1,344.00"
"Hourly","PH19080321","77,060.81"
"Hourly","PH19080322","73,424.19"
"Block","PB19080322-01","42,764.55"
"Block","PB19080323-01","44,307.98"
"Hourly","PH19080323","80,414.68"
"Block","PB19080400-01","35,279.03"
"Hourly","PH19080400","35,605.58"
"Block","PB19080401-01","41,450.86"
"Hourly","PH19080401","45,313.54"
"Block","PB19080402-01","38,122.46"
"Hourly","PH19080402","36,259.98"
"Hourly","PH19080403","33,770.92"
"Block","PB19080403-01","42,454.87"
"Hourly","PH19080404","32,613.08"
"Block","PB19080404-01","50,222.03"
"Block","PB19080405-01","59,806.32"
"Hourly","PH19080405","100,983.90"
"Hourly","PH19080406","95,321.01"
"Block","PB19080406-01","57,026.51"
"Block","PB19080407-01","52,317.78"
"Hourly","PH19080407","56,641.71"
"Block","PB19080408-01","51,409.72"
"Hourly","PH19080408","21,886.65"
"Block","PB19080409-01","43,375.85"
"Hourly","PH19080409","73,430.86"
"Hourly","PH19080410","40,330.80"
"Block","PB19080410-01","51,275.46"
"Block","PB19080411-01","43,894.52"
"Hourly","PH19080411","29,239.29"
"Block","PB19080412-01","47,531.89"
"Hourly","PH19080412","43,421.72"
"Hourly","PH19080413","36,979.08"
"Block","PB19080413-01","52,901.19"
"Hourly","PH19080414","47,562.54"
"Block","PB19080414-01","51,419.74"
"Block","PB19080415-01","50,038.02"
"Hourly","PH19080415","60,768.53"
"Block","PB19080416-01","53,049.43"
"Hourly","PH19080416","86,289.96"
"Hourly","PH19080417","97,091.35"
"Block","PB19080417-01","53,398.72"
"Block","PB19080418-01","57,335.46"
"Hourly","PH19080418","135,669.16"
"Block","PB19080419-01","71,254.83"
"Hourly","PH19080419","119,890.11"
"Block","PB19080420-01","70,108.06"
"Hourly","PH19080420","89,491.08"
"Hourly","PH19080421","93,695.97"
"Block","PB19080421-01","78,793.49"
"Hourly","PH19080422","85,304.10"
"Block","PB19080422-01","74,278.94"
"Block","PB19080423-01","72,261.97"
"Hourly","PH19080423","69,883.44"
"Block","PB19080500-01","52,857.09"
"Hourly","PH19080500","47,548.21"
"Block","PB19080501-01","44,935.82"
"Hourly","PH19080501","70,256.51"
"Block","PB19080502-01","55,994.49"
"Hourly","PH19080502","67,987.68"
"Hourly","PH19080503","81,153.43"
"Block","PB19080503-01","63,081.83"
"Block","PB19080503-05","3,750.00"
"Hourly","PH19080504","69,787.49"
"Block","PB19080504-01","55,783.95"
"Hourly","PH19080505","60,881.55"
"Block","PB19080505-01","49,015.14"
"Block","PB19080506-01","43,111.15"
"Hourly","PH19080506","65,865.12"
"Block","PB19080507-01","40,971.76"
"Hourly","PH19080507","60,271.64"
"Block","PB19080508-01","40,175.87"
"Hourly","PH19080508","69,024.81"
"Hourly","PH19080509","50,713.31"
"Block","PB19080509-01","47,241.28"
"Hourly","PH19080510","163,500.39"
"Block","PB19080510-01","53,304.24"
"Hourly","PH19080511","240,274.05"
"Block","PB19080511-01","62,193.28"
"Block","PB19080512-04","5,242.80"
"Block","PB19080512-01","65,961.43"
"Hourly","PH19080512","214,049.94"
"Block","PB19080513-02","512.00"
"Block","PB19080513-01","125,334.47"
"Hourly","PH19080513","262,801.14"
"Block","PB19080514-01","65,154.54"
"Hourly","PH19080514","452,708.94"
"Block","PB19080515-01","61,101.27"
"Hourly","PH19080515","405,609.04"
"Block","PB19080516-08","0.00"
"Block","PB19080516-02","0.00"
"Block","PB19080516-05","55,998.25"
"Block","PB19080516-01","61,456.45"
"Hourly","PH19080516","382,349.46"
"Hourly","PH19080517","189,612.71"
"Block","PB19080517-01","64,111.51"
"Hourly","PH19080518","208,182.12"
"Block","PB19080518-01","86,201.13"
"Block","PB19080519-02","48,282.00"
"Block","PB19080519-05","31,710.00"
"Hourly","PH19080519","183,965.68"
"Block","PB19080519-01","99,374.50"
"Block","PB19080520-01","62,351.30"
"Hourly","PH19080520","198,334.65"
"Block","PB19080521-01","54,911.10"
"Block","PB19080521-03","23,700.00"
"Hourly","PH19080521","159,744.89"
"Block","PB19080522-01","54,053.07"
"Hourly","PH19080522","166,020.15"
"Block","PB19080522-02","630.00"
"Block","PB19080523-01","55,341.39"
"Hourly","PH19080523","177,392.17"
"Block","PB19080600-01","39,320.12"
"Hourly","PH19080600","108,548.75"
"Block","PB19080601-01","42,365.75"
"Hourly","PH19080601","99,672.36"
"Block","PB19080602-01","51,578.75"
"Hourly","PH19080602","80,170.74"
"Block","PB19080603-01","46,316.25"
"Hourly","PH19080603","55,489.49"
"Hourly","PH19080604","62,640.75"
"Block","PB19080604-01","50,573.63"
"Block","PB19080605-01","47,184.75"
"Hourly","PH19080605","71,822.48"
"Hourly","PH19080606","54,318.40"
"Block","PB19080606-01","50,470.08"
"Hourly","PH19080607","56,621.59"
"Block","PB19080607-01","58,421.88"
"Block","PB19080608-01","56,903.50"
"Hourly","PH19080608","52,036.22"
"Block","PB19080609-01","51,272.51"
"Hourly","PH19080609","69,309.68"
"Hourly","PH19080610","116,739.14"
"Block","PB19080610-01","52,453.25"
"Block","PB19080610-14","89,320.00"
"Block","PB19080611-01","50,100.40"
"Hourly","PH19080611","159,797.88"
"Block","PB19080611-13","16,490.76"
"Block","PB19080612-01","52,790.14"
"Hourly","PH19080612","188,414.09"
"Block","PB19080613-01","49,230.07"
"Hourly","PH19080613","201,717.24"
"Block","PB19080614-01","45,162.50"
"Hourly","PH19080614","235,972.61"
"Block","PB19080615-01","51,362.79"
"Hourly","PH19080615","255,936.60"
"Block","PB19080616-03","1,134.00"
"Block","PB19080616-01","45,501.86"
"Hourly","PH19080616","220,626.32"
"Hourly","PH19080617","248,243.51"
"Block","PB19080617-01","23,008.08"
"Block","PB19080617-05","2,205.00"
"Hourly","PH19080618","206,053.30"
"Block","PB19080618-01","18,934.54"
"Block","PB19080619-01","23,407.32"
"Block","PB19080619-05","1,890.00"
"Hourly","PH19080619","220,203.13"
"Block","PB19080620-01","29,579.66"
"Hourly","PH19080620","198,522.85"
"Block","PB19080621-01","30,273.89"
"Hourly","PH19080621","212,336.16"
"Block","PB19080622-01","20,731.00"
"Hourly","PH19080622","205,274.35"
"Hourly","PH19080623","194,659.00"
"Block","PB19080623-01","20,818.29"
"Hourly","PH19080700","52,068.51"
"Block","PB19080700-01","43,467.00"
"Block","PB19080701-01","39,200.93"
"Hourly","PH19080701","41,937.27"
"Block","PB19080702-01","36,540.99"
"Hourly","PH19080702","79,460.62"
"Hourly","PH19080703","65,993.41"
"Block","PB19080703-01","34,390.04"
"Block","PB19080704-01","36,090.64"
"Hourly","PH19080704","42,698.24"
"Block","PB19080705-01","35,395.08"
"Hourly","PH19080705","58,158.26"
"Hourly","PH19080706","44,373.60"
"Block","PB19080706-01","40,360.57"
"Block","PB19080707-01","41,645.14"
"Hourly","PH19080707","76,260.94"
"Block","PB19080708-01","49,866.51"
"Hourly","PH19080708","65,358.90"
"Block","PB19080709-01","53,321.99"
"Hourly","PH19080709","92,516.31"
"Block","PB19080710-01","48,989.09"
"Hourly","PH19080710","114,485.12"
"Block","PB19080711-01","61,269.97"
"Hourly","PH19080711","144,667.82"
"Block","PB19080712-01","48,369.69"
"Block","PB19080712-12","1,512.00"
"Hourly","PH19080712","150,977.91"
"Block","PB19080713-01","39,480.18"
"Hourly","PH19080713","150,098.79"
"Block","PB19080714-01","53,885.57"
"Hourly","PH19080714","173,916.06"
"Block","PB19080715-01","53,934.03"
"Hourly","PH19080715","201,101.42"
"Hourly","PH19080716","179,258.20"
"Block","PB19080716-02","31,320.00"
"Block","PB19080716-01","89,639.49"
"Block","PB19080717-01","80,039.47"
"Hourly","PH19080717","169,040.21"
"Block","PB19080718-01","59,702.28"
"Hourly","PH19080718","159,116.95"
"Hourly","PH19080719","175,020.64"
"Block","PB19080719-01","70,127.18"
"Block","PB19080720-01","53,133.10"
"Hourly","PH19080720","165,315.15"
"Hourly","PH19080721","159,979.64"
"Block","PB19080721-03","93.56"
"Block","PB19080721-01","52,048.79"
"Block","PB19080722-01","50,487.09"
"Hourly","PH19080722","158,338.62"
"Block","PB19080723-01","54,044.51"
"Hourly","PH19080723","149,057.52"
"Block","PB19080800-01","39,221.39"
"Hourly","PH19080800","40,904.29"
"Block","PB19080800-04","18,300.00"
"Hourly","PH19080801","30,380.91"
"Block","PB19080801-01","49,700.55"
"Block","PB19080802-01","54,036.09"
"Hourly","PH19080802","44,008.27"
"Block","PB19080803-21","7,299.60"
"Block","PB19080803-01","49,378.62"
"Block","PB19080803-10","15,600.00"
"Hourly","PH19080803","36,633.93"
"Block","PB19080804-01","45,029.09"
"Hourly","PH19080804","37,014.38"
"Hourly","PH19080805","30,751.28"
"Block","PB19080805-01","48,327.98"
"Block","PB19080805-02","12,040.00"
"Block","PB19080806-01","65,635.82"
"Hourly","PH19080806","33,408.63"
"Block","PB19080807-01","47,181.77"
"Hourly","PH19080807","41,702.11"
"Block","PB19080808-02","40,729.00"
"Hourly","PH19080808","66,332.12"
"Block","PB19080808-01","33,797.06"
"Hourly","PH19080809","83,249.73"
"Block","PB19080809-01","42,537.92"
"Block","PB19080810-06","5,916.00"
"Hourly","PH19080810","165,795.26"
"Block","PB19080810-02","56,988.00"
"Block","PB19080810-01","52,230.46"
"Hourly","PH19080811","162,630.04"
"Block","PB19080811-01","45,574.80"
"Block","PB19080812-10","63,320.00"
"Block","PB19080812-02","63,020.00"
"Hourly","PH19080812","136,395.50"
"Block","PB19080812-01","39,360.25"
"Block","PB19080813-01","39,977.07"
"Hourly","PH19080813","165,743.79"
"Block","PB19080814-02","57,582.00"
"Block","PB19080814-01","48,468.63"
"Hourly","PH19080814","210,419.92"
"Hourly","PH19080815","161,230.71"
"Block","PB19080815-01","48,757.96"
"Hourly","PH19080816","178,160.55"
"Block","PB19080816-01","79,317.34"
"Hourly","PH19080817","153,984.33"
"Block","PB19080817-01","47,988.19"
"Block","PB19080817-02","41,055.30"
"Block","PB19080818-01","49,632.49"
"Hourly","PH19080818","162,857.78"
"Hourly","PH19080819","161,524.21"
"Block","PB19080819-01","69,985.35"
"Block","PB19080820-01","73,047.25"
"Hourly","PH19080820","204,321.71"
"Block","PB19080821-01","45,512.02"
"Block","PB19080821-02","37,609.20"
"Hourly","PH19080821","240,451.18"
"Block","PB19080822-02","3,780.00"
"Hourly","PH19080822","185,451.66"
"Block","PB19080822-01","44,194.42"
"Block","PB19080823-01","61,931.18"
"Hourly","PH19080823","143,252.77"
"Hourly","PH19080900","33,696.31"
"Block","PB19080900-01","46,093.06"
"Block","PB19080901-01","46,577.73"
"Block","PB19080901-14","24,817.80"
"Hourly","PH19080901","62,857.45"
"Hourly","PH19080902","59,292.07"
"Block","PB19080902-01","44,847.39"
"Block","PB19080902-22","8,263.20"
"Block","PB19080903-01","44,018.47"
"Hourly","PH19080903","65,291.22"
"Hourly","PH19080904","63,723.61"
"Block","PB19080904-01","45,823.37"
"Hourly","PH19080905","55,589.45"
"Block","PB19080905-01","45,474.58"
"Block","PB19080906-01","55,343.35"
"Hourly","PH19080906","54,935.56"
"Block","PB19080907-01","57,763.38"
"Hourly","PH19080907","42,930.77"
"Hourly","PH19080908","70,143.10"
"Block","PB19080908-01","53,115.52"
"Block","PB19080909-01","46,924.38"
"Hourly","PH19080909","62,390.53"
"Hourly","PH19080910","77,825.46"
"Block","PB19080910-01","39,040.76"
"Block","PB19080911-01","49,262.88"
"Hourly","PH19080911","115,188.89"
"Hourly","PH19080912","122,430.23"
"Block","PB19080912-04","6,366.00"
"Block","PB19080912-01","50,173.06"
"Block","PB19080912-02","0.00"
"Hourly","PH19080913","155,021.93"
"Block","PB19080913-01","48,015.69"
"Block","PB19080914-01","50,668.34"
"Hourly","PH19080914","153,456.68"
"Hourly","PH19080915","160,136.78"
"Block","PB19080915-01","42,410.06"
"Block","PB19080915-09","16,210.80"
"Block","PB19080916-01","46,054.53"
"Hourly","PH19080916","189,210.55"
"Hourly","PH19080917","130,009.10"
"Block","PB19080917-01","39,561.47"
"Hourly","PH19080918","126,485.96"
"Block","PB19080918-01","45,270.05"
"Hourly","PH19080919","133,679.81"
"Block","PB19080919-01","48,989.54"
"Hourly","PH19080920","152,166.77"
"Block","PB19080920-01","50,491.18"
"Hourly","PH19080921","119,163.29"
"Block","PB19080921-01","47,898.41"
"Hourly","PH19080922","96,323.79"
"Block","PB19080922-01","48,731.45"
"Block","PB19080923-01","61,440.03"
"Hourly","PH19080923","107,028.67"
"Block","PB19081000-01","49,956.51"
"Block","PB19081000-08","3,062.40"
"Hourly","PH19081000","22,114.30"
"Block","PB19081000-05","8,000.00"
"Hourly","PH19081001","22,166.85"
"Block","PB19081001-05","0.00"
"Block","PB19081001-01","46,146.09"
"Block","PB19081002-08","24,720.00"
"Hourly","PH19081002","81,235.32"
"Block","PB19081002-01","49,174.20"
"Block","PB19081003-01","48,266.09"
"Hourly","PH19081003","50,568.78"
"Hourly","PH19081004","62,493.39"
"Block","PB19081004-01","38,423.33"
"Block","PB19081005-01","41,923.22"
"Hourly","PH19081005","50,231.72"
"Hourly","PH19081006","91,496.61"
"Block","PB19081006-01","44,651.62"
"Hourly","PH19081007","76,493.62"
"Block","PB19081007-01","51,186.36"
"Block","PB19081008-01","54,855.84"
"Hourly","PH19081008","85,885.93"
"Hourly","PH19081009","85,930.67"
"Block","PB19081009-01","53,335.54"
"Block","PB19081010-07","110,600.00"
"Block","PB19081010-14","0.00"
"Hourly","PH19081010","81,010.76"
"Block","PB19081010-01","82,943.14"
"Hourly","PH19081011","157,128.69"
"Block","PB19081011-01","81,124.90"
"Block","PB19081011-13","0.00"
"Hourly","PH19081012","153,308.84"
"Block","PB19081012-01","69,695.30"
"Block","PB19081013-11","101,310.00"
"Block","PB19081013-01","53,366.22"
"Hourly","PH19081013","169,316.94"
"Hourly","PH19081014","209,774.70"
"Block","PB19081014-01","79,382.58"
"Block","PB19081015-02","31,600.00"
"Block","PB19081015-01","46,970.68"
"Hourly","PH19081015","196,077.55"
"Hourly","PH19081016","218,476.80"
"Block","PB19081016-01","43,309.07"
"Hourly","PH19081017","258,653.31"
"Block","PB19081017-01","51,599.21"
"Hourly","PH19081018","209,923.43"
"Block","PB19081018-06","18,900.00"
"Block","PB19081018-01","49,395.55"
"Hourly","PH19081019","188,709.10"
"Block","PB19081019-01","44,680.53"
"Hourly","PH19081020","174,077.50"
"Block","PB19081020-01","50,341.84"
"Block","PB19081021-01","48,202.33"
"Hourly","PH19081021","139,768.09"
"Block","PB19081022-01","94,262.61"
"Hourly","PH19081022","175,667.77"
"Block","PB19081023-01","64,302.62"
"Hourly","PH19081023","221,897.19"
"Block","PB19081100-01","48,956.26"
"Hourly","PH19081100","55,729.99"
"Block","PB19081100-07","69,230.00"
"Block","PB19081100-08","75,680.00"
"Hourly","PH19081101","108,228.68"
"Block","PB19081101-01","50,760.06"
"Block","PB19081102-03","117.00"
"Hourly","PH19081102","37,562.52"
"Block","PB19081102-01","29,517.32"
"Hourly","PH19081103","24,225.36"
"Block","PB19081103-01","22,938.85"
"Hourly","PH19081104","12,754.51"
"Block","PB19081104-01","13,810.41"
"Block","PB19081105-01","55,673.33"
"Hourly","PH19081105","86,392.78"
"Hourly","PH19081106","85,648.25"
"Block","PB19081106-01","44,413.22"
"Hourly","PH19081107","103,638.97"
"Block","PB19081107-01","49,938.50"
"Block","PB19081108-07","147.00"
"Hourly","PH19081108","1,682.33"
"Block","PB19081108-09","8.10"
"Block","PB19081108-01","1,213.03"
"Hourly","PH19081109","4,532.52"
"Block","PB19081109-01","212.00"
"Block","PB19081110-01","765.04"
"Block","PB19081110-04","280.00"
"Hourly","PH19081110","2,552.31"
"Block","PB19081111-01","394.43"
"Hourly","PH19081111","3,440.72"
"Hourly","PH19081112","3,744.39"
