"Contract Type","Contract Name","Bid Quantity (MWh)","Offer Quantity (MWh)"
"Block","PB19022105-01","49.30","49.30"
"Hourly","PH19022105","249.80","285.60"
"Block","PB19022106-01","65.50","65.50"
"Hourly","PH19022106","679.40","514.90"
"Block","PB19022107-01","74.90","74.90"
"Hourly","PH19022107","636.30","264.80"
"Block","PB19022108-01","72.50","72.50"
"Hourly","PH19022108","532.40","128.90"
"Block","PB19022109-01","63.10","63.10"
"Hourly","PH19022109","476.10","214.00"
"Block","PB19022110-01","67.60","67.20"
"Hourly","PH19022110","499.50","145.80"
"Block","PB19022111-01","77.60","49.10"
"Hourly","PH19022111","25,030.70","230.50"
"Block","PB19022112-01","73.20","73.20"
"Hourly","PH19022112","3,207.50","581.60"
"Block","PB19022113-01","92.80","89.00"
"Hourly","PH19022113","4,757.70","366.80"
"Block","PB19022114-01","83.90","83.90"
"Hourly","PH19022114","4,061.70","425.20"
"Block","PB19022115-01","91.40","91.40"
"Hourly","PH19022115","4,395.40","471.30"
"Block","PB19022116-01","120.20","103.90"
"Hourly","PH19022116","4,558.80","644.30"
"Block","PB19022117-01","105.50","105.50"
"Block","PB19022117-05","3.70","0.00"
"Hourly","PH19022117","5,580.50","555.70"
"Block","PB19022118-01","99.80","99.80"
"Hourly","PH19022118","838.10","526.60"
"Block","PB19022119-01","96.20","96.10"
"Hourly","PH19022119","715.60","544.10"
"Block","PB19022120-01","112.50","83.50"
"Hourly","PH19022120","578.30","484.70"
"Block","PB19022121-03","1.00","1.00"
"Block","PB19022121-01","116.90","116.90"
"Hourly","PH19022121","449.20","397.10"
"Block","PB19022122-01","74.00","74.00"
"Hourly","PH19022122","603.40","641.40"
"Block","PB19022123-01","109.20","109.20"
"Hourly","PH19022123","2,966.40","863.00"
"Hourly","PH19022200","259.60","510.40"
"Block","PB19022200-01","53.50","53.50"
"Block","PB19022201-01","58.70","58.70"
"Hourly","PH19022201","2,135.10","377.70"
"Block","PB19022202-01","52.90","52.90"
"Hourly","PH19022202","3,370.00","387.30"
"Hourly","PH19022203","1,848.80","567.70"
"Block","PB19022203-01","50.30","50.30"
"Hourly","PH19022204","402.20","732.90"
"Block","PB19022204-01","43.60","43.60"
"Hourly","PH19022205","3,305.30","1,532.30"
"Block","PB19022205-01","40.30","40.30"
"Block","PB19022206-01","36.40","36.40"
"Hourly","PH19022206","1,648.80","1,043.30"
"Block","PB19022207-01","42.70","42.70"
"Hourly","PH19022207","1,201.70","3,129.50"
"Block","PB19022208-01","33.20","33.20"
"Hourly","PH19022208","1,254.40","4,009.70"
"Hourly","PH19022209","988.70","755.50"
"Block","PB19022209-01","25.70","25.70"
"Block","PB19022210-01","27.40","27.40"
"Hourly","PH19022210","1,511.10","912.10"
"Block","PB19022211-01","28.60","28.60"
"Hourly","PH19022211","2,121.00","897.00"
"Hourly","PH19022212","2,698.10","1,074.50"
"Block","PB19022212-01","29.50","29.50"
"Block","PB19022213-01","89.90","89.90"
"Hourly","PH19022213","5,473.40","937.00"
"Hourly","PH19022214","1,836.60","1,127.80"
"Block","PB19022214-01","81.50","81.50"
"Block","PB19022214-05","3.20","1.70"
"Block","PB19022215-01","598.50","89.20"
"Hourly","PH19022215","2,189.10","895.00"
"Hourly","PH19022216","1,755.20","1,238.80"
"Block","PB19022216-01","108.00","89.50"
"Block","PB19022217-01","417.20","93.20"
"Hourly","PH19022217","697.00","3,765.90"
"Block","PB19022218-01","102.00","102.00"
"Hourly","PH19022218","1,079.10","4,511.30"
"Hourly","PH19022219","647.10","4,336.10"
"Block","PB19022219-01","96.80","96.80"
"Block","PB19022219-05","1.90","1.90"
"Block","PB19022220-01","89.70","89.70"
"Hourly","PH19022220","511.90","4,751.40"
"Hourly","PH19022221","844.10","4,732.90"
"Block","PB19022221-01","134.40","134.40"
"Block","PB19022222-02","1.00","1.00"
"Hourly","PH19022222","462.40","5,081.20"
"Block","PB19022222-01","75.80","75.80"
"Block","PB19022223-01","92.40","92.40"
"Hourly","PH19022223","622.40","4,795.70"
"Block","PB19022300-05","18.00","18.00"
"Block","PB19022300-01","99.30","99.30"
"Hourly","PH19022300","512.80","898.50"
"Block","PB19022301-01","93.20","93.20"
"Hourly","PH19022301","501.20","838.30"
"Hourly","PH19022302","523.70","758.00"
"Block","PB19022302-01","107.20","107.20"
"Block","PB19022303-01","175.40","175.40"
"Hourly","PH19022303","608.20","3,865.30"
"Hourly","PH19022304","451.10","1,770.30"
"Block","PB19022304-04","1.90","0.00"
"Block","PB19022304-01","113.70","113.70"
"Block","PB19022304-02","1.80","0.00"
"Hourly","PH19022305","751.40","2,162.00"
"Block","PB19022305-01","112.10","112.10"
"Block","PB19022306-01","143.90","143.90"
"Block","PB19022306-18","3.00","0.00"
"Hourly","PH19022306","419.40","2,250.30"
"Hourly","PH19022307","442.40","2,552.40"
"Block","PB19022307-01","149.50","149.50"
"Block","PB19022308-01","124.10","124.10"
"Hourly","PH19022308","285.50","5,296.50"
"Block","PB19022309-01","95.40","93.40"
"Hourly","PH19022309","242.60","5,948.20"
"Block","PB19022309-03","1.80","0.00"
"Block","PB19022310-01","138.90","138.90"
"Hourly","PH19022310","281.10","6,364.40"
"Block","PB19022311-01","143.90","143.90"
"Hourly","PH19022311","475.40","6,328.70"
"Hourly","PH19022312","536.60","1,254.30"
"Block","PB19022312-01","90.80","90.80"
"Block","PB19022313-01","135.40","135.40"
"Hourly","PH19022313","1,697.30","756.40"
"Block","PB19022314-01","173.00","173.00"
"Hourly","PH19022314","896.90","941.80"
"Hourly","PH19022315","936.90","1,003.60"
"Block","PB19022315-01","183.60","173.60"
"Hourly","PH19022316","6,503.80","867.50"
"Block","PB19022316-01","174.80","164.70"
"Block","PB19022316-04","17.00","17.00"
"Block","PB19022317-01","171.70","171.70"
"Hourly","PH19022317","6,575.90","858.90"
"Block","PB19022318-02","50.00","50.00"
"Block","PB19022318-01","184.00","177.80"
"Hourly","PH19022318","1,836.70","673.70"
"Block","PB19022319-01","159.60","159.60"
"Hourly","PH19022319","838.90","831.30"
"Hourly","PH19022320","754.00","747.00"
"Block","PB19022320-01","144.10","144.10"
"Block","PB19022320-02","7.00","7.00"
"Hourly","PH19022321","940.60","899.40"
"Block","PB19022321-02","17.40","17.40"
"Block","PB19022321-01","112.50","112.50"
"Hourly","PH19022322","2,795.30","670.80"
"Block","PB19022322-01","147.00","147.00"
"Block","PB19022323-01","159.20","139.20"
"Hourly","PH19022323","9,265.00","557.20"
"Hourly","PH19022400","268.20","719.50"
"Block","PB19022400-01","124.30","124.30"
"Hourly","PH19022401","450.20","392.80"
"Block","PB19022401-01","69.90","69.90"
"Block","PB19022402-01","86.00","86.00"
"Hourly","PH19022402","378.80","649.10"
"Hourly","PH19022403","505.50","176.10"
"Block","PB19022403-01","90.30","80.50"
"Hourly","PH19022404","596.80","166.70"
"Block","PB19022404-01","66.20","66.20"
"Block","PB19022405-01","84.40","82.10"
"Hourly","PH19022405","369.10","149.00"
"Hourly","PH19022406","362.10","210.00"
"Block","PB19022406-01","58.40","58.40"
"Hourly","PH19022407","428.00","216.40"
"Block","PB19022407-01","106.10","106.10"
"Block","PB19022408-01","108.40","108.40"
"Hourly","PH19022408","399.00","213.50"
"Block","PB19022409-01","73.90","70.80"
"Hourly","PH19022409","5,482.60","576.70"
"Hourly","PH19022410","6,275.90","115.60"
"Block","PB19022410-01","67.90","67.10"
"Block","PB19022411-02","1.50","1.50"
"Hourly","PH19022411","6,707.00","207.20"
"Block","PB19022411-01","120.10","120.10"
"Hourly","PH19022412","7,518.70","218.50"
"Block","PB19022412-01","126.90","116.90"
"Hourly","PH19022413","7,962.20","838.00"
"Block","PB19022413-01","114.20","110.70"
"Hourly","PH19022414","8,524.80","980.10"
"Block","PB19022414-01","114.80","108.20"
"Block","PB19022415-01","129.50","121.10"
"Hourly","PH19022415","8,731.70","822.30"
"Block","PB19022416-01","101.60","101.60"
"Hourly","PH19022416","892.70","1,226.40"
"Hourly","PH19022417","1,174.70","2,045.00"
"Block","PB19022417-01","117.30","117.30"
"Block","PB19022418-01","72.70","72.70"
"Hourly","PH19022418","1,750.30","1,448.50"
"Block","PB19022419-01","82.60","82.60"
"Hourly","PH19022419","726.30","1,017.50"
"Block","PB19022420-01","61.20","60.20"
"Hourly","PH19022420","779.70","1,414.30"
"Hourly","PH19022421","709.80","1,017.90"
"Block","PB19022421-01","79.30","79.30"
"Hourly","PH19022422","805.50","1,224.90"
"Block","PB19022422-01","398.10","78.10"
"Block","PB19022423-01","95.60","95.60"
"Hourly","PH19022423","1,341.70","1,542.80"
"Hourly","PH19022500","314.00","630.40"
"Block","PB19022500-01","71.70","71.70"
"Block","PB19022501-01","93.10","93.10"
"Hourly","PH19022501","1,291.60","913.20"
"Block","PB19022501-07","0.00","3.00"
"Block","PB19022502-01","79.30","79.30"
"Hourly","PH19022502","270.90","1,182.70"
"Block","PB19022503-01","84.10","84.10"
"Hourly","PH19022503","359.80","469.80"
"Block","PB19022504-01","82.10","82.10"
"Hourly","PH19022504","363.40","2,519.90"
"Hourly","PH19022505","350.10","4,912.80"
"Block","PB19022505-01","90.40","90.40"
"Hourly","PH19022506","374.70","9,757.40"
"Block","PB19022506-01","101.30","101.30"
"Block","PB19022507-01","104.70","104.70"
"Hourly","PH19022507","428.50","3,054.70"
"Hourly","PH19022508","280.90","2,921.70"
"Block","PB19022508-01","114.40","114.40"
"Hourly","PH19022509","400.30","2,781.40"
"Block","PB19022509-01","115.30","115.30"
"Block","PB19022510-01","119.60","119.60"
"Hourly","PH19022510","432.50","3,631.90"
"Hourly","PH19022511","544.70","3,698.90"
"Block","PB19022511-01","148.40","148.40"
"Hourly","PH19022512","659.10","4,416.70"
"Block","PB19022512-01","118.40","118.40"
"Block","PB19022513-01","176.50","146.50"
"Hourly","PH19022513","721.70","4,744.90"
"Hourly","PH19022514","8,828.90","4,746.40"
"Block","PB19022514-01","104.40","104.40"
"Hourly","PH19022515","9,348.30","4,804.00"
"Block","PB19022515-01","104.50","104.50"
"Hourly","PH19022516","855.00","4,836.50"
"Block","PB19022516-01","96.10","96.10"
"Hourly","PH19022517","1,001.30","4,735.20"
"Block","PB19022517-01","133.50","103.50"
"Hourly","PH19022518","1,141.60","4,854.90"
"Block","PB19022518-03","6.50","6.50"
"Block","PB19022518-01","87.60","94.10"
"Hourly","PH19022519","1,571.40","6,178.00"
"Block","PB19022519-01","97.30","87.30"
"Hourly","PH19022520","994.90","5,600.30"
"Block","PB19022520-01","96.70","96.70"
"Block","PB19022520-04","3.00","0.00"
"Hourly","PH19022521","966.80","6,430.40"
"Block","PB19022521-01","116.20","116.20"
"Hourly","PH19022522","824.80","6,202.30"
"Block","PB19022522-02","2.00","2.00"
"Block","PB19022522-01","124.70","124.70"
"Block","PB19022523-01","137.50","137.50"
"Hourly","PH19022523","1,685.30","8,640.10"
"Hourly","PH19022600","296.20","492.30"
"Block","PB19022600-01","133.40","133.40"
"Block","PB19022601-01","108.50","108.50"
"Hourly","PH19022601","1,979.60","355.90"
"Block","PB19022602-01","133.20","133.20"
"Hourly","PH19022602","2,064.10","323.30"
"Hourly","PH19022603","471.40","637.40"
"Block","PB19022603-01","122.70","122.70"
"Hourly","PH19022604","575.80","1,180.60"
"Block","PB19022604-01","114.80","114.80"
"Block","PB19022605-01","108.00","108.00"
"Hourly","PH19022605","542.80","845.80"
"Block","PB19022606-01","128.80","124.40"
"Hourly","PH19022606","3,147.90","817.90"
"Block","PB19022607-01","117.10","117.10"
"Hourly","PH19022607","2,161.20","1,628.00"
"Block","PB19022608-01","137.70","137.70"
"Hourly","PH19022608","5,028.10","1,449.00"
"Block","PB19022609-01","158.40","158.40"
"Hourly","PH19022609","4,778.50","2,594.60"
"Block","PB19022610-01","166.10","136.10"
"Hourly","PH19022610","2,364.10","3,377.20"
"Block","PB19022611-01","1,944.30","152.30"
"Hourly","PH19022611","2,862.40","4,272.80"
"Hourly","PH19022612","2,892.30","5,151.20"
"Block","PB19022612-01","335.20","156.70"
"Block","PB19022613-01","228.20","229.50"
"Hourly","PH19022613","3,157.70","5,626.10"
"Block","PB19022614-01","209.50","231.50"
"Hourly","PH19022614","2,017.80","6,352.30"
"Hourly","PH19022615","3,046.00","5,885.90"
"Block","PB19022615-01","234.50","234.50"
"Block","PB19022616-01","187.50","187.50"
"Hourly","PH19022616","2,995.50","5,976.40"
"Hourly","PH19022617","3,096.60","6,678.00"
"Block","PB19022617-01","204.20","204.20"
"Hourly","PH19022618","2,871.00","1,329.30"
"Block","PB19022618-01","185.00","185.00"
"Hourly","PH19022619","2,962.20","1,070.50"
"Block","PB19022619-01","136.70","136.70"
"Hourly","PH19022620","2,985.00","1,126.90"
"Block","PB19022620-01","150.90","148.10"
"Hourly","PH19022621","2,877.50","1,325.40"
"Block","PB19022621-01","139.30","139.30"
"Hourly","PH19022622","2,910.50","1,134.00"
"Block","PB19022622-01","115.50","115.50"
"Block","PB19022623-01","147.40","147.40"
"Hourly","PH19022623","3,331.70","1,533.50"
"Hourly","PH19022700","480.80","1,523.20"
"Block","PB19022700-03","65.00","65.00"
"Block","PB19022700-01","178.10","178.10"
"Hourly","PH19022701","481.00","863.40"
"Block","PB19022701-01","138.30","138.40"
"Block","PB19022702-01","185.70","185.70"
"Hourly","PH19022702","539.70","960.40"
"Block","PB19022703-01","189.00","189.00"
"Hourly","PH19022703","516.10","454.00"
"Block","PB19022704-01","210.30","192.20"
"Hourly","PH19022704","510.50","294.10"
"Hourly","PH19022705","561.00","421.00"
"Block","PB19022705-01","181.70","181.70"
"Block","PB19022706-01","135.20","135.20"
"Hourly","PH19022706","569.30","506.90"
"Hourly","PH19022707","548.40","318.10"
"Block","PB19022707-01","160.90","160.90"
"Block","PB19022708-01","208.00","208.00"
"Hourly","PH19022708","402.50","271.80"
"Hourly","PH19022709","675.90","272.30"
"Block","PB19022709-01","177.10","177.10"
"Block","PB19022710-01","143.20","143.20"
"Hourly","PH19022710","907.40","409.40"
"Hourly","PH19022711","1,554.50","540.70"
"Block","PB19022711-01","113.30","113.30"
"Block","PB19022712-01","134.10","134.10"
"Hourly","PH19022712","1,506.80","766.20"
"Hourly","PH19022713","1,508.60","601.50"
"Block","PB19022713-01","148.80","148.80"
"Hourly","PH19022714","4,353.10","1,029.80"
"Block","PB19022714-01","168.40","149.50"
"Block","PB19022715-02","0.50","0.50"
"Hourly","PH19022715","2,582.10","1,008.30"
"Block","PB19022715-01","132.50","132.50"
"Block","PB19022716-01","115.00","115.00"
"Hourly","PH19022716","2,417.00","1,127.80"
"Hourly","PH19022717","2,621.20","802.60"
"Block","PB19022717-01","147.30","147.30"
"Block","PB19022718-01","133.60","133.60"
"Hourly","PH19022718","2,180.90","595.60"
"Hourly","PH19022719","2,842.30","507.00"
"Block","PB19022719-01","133.10","133.10"
"Block","PB19022720-01","124.30","124.30"
"Hourly","PH19022720","2,676.60","446.40"
"Hourly","PH19022721","1,311.70","625.60"
"Block","PB19022721-01","554.90","145.40"
"Block","PB19022722-02","17.40","17.40"
"Hourly","PH19022722","45,072.70","707.50"
"Block","PB19022722-01","146.80","146.80"
"Block","PB19022723-01","183.40","183.40"
"Hourly","PH19022723","1,538.90","746.10"
"Hourly","PH19022800","614.90","584.60"
"Block","PB19022800-01","145.70","140.70"
"Block","PB19022801-01","129.00","129.00"
"Hourly","PH19022801","515.80","653.00"
"Hourly","PH19022802","11,382.60","477.80"
"Block","PB19022802-01","176.40","177.40"
"Block","PB19022803-01","163.60","163.60"
"Hourly","PH19022803","520.60","563.20"
"Block","PB19022804-01","205.10","205.10"
"Hourly","PH19022804","383.70","467.90"
"Block","PB19022805-01","148.80","148.80"
"Hourly","PH19022805","367.20","1,036.70"
"Hourly","PH19022806","420.00","1,946.40"
"Block","PB19022806-01","131.60","131.60"
"Hourly","PH19022807","921.20","1,106.30"
"Block","PB19022807-01","119.70","119.70"
"Block","PB19022808-01","168.80","168.80"
"Hourly","PH19022808","856.30","658.40"
"Block","PB19022809-01","148.80","121.80"
"Hourly","PH19022809","1,063.40","722.30"
"Hourly","PH19022810","1,417.80","790.60"
"Block","PB19022810-01","169.10","149.10"
"Hourly","PH19022811","1,361.50","768.70"
"Block","PB19022811-01","145.40","145.40"
"Hourly","PH19022812","2,010.60","613.80"
"Block","PB19022812-01","168.60","148.60"
"Block","PB19022813-01","184.20","164.20"
"Hourly","PH19022813","2,479.20","1,001.40"
"Hourly","PH19022814","2,131.50","844.70"
"Block","PB19022814-01","126.90","127.00"
"Hourly","PH19022815","2,403.50","1,051.60"
"Block","PB19022815-01","153.90","153.90"
"Hourly","PH19022816","2,400.00","835.30"
"Block","PB19022816-01","126.00","126.00"
"Block","PB19022817-01","104.80","104.80"
"Hourly","PH19022817","3,391.10","1,059.30"
"Hourly","PH19022818","2,038.00","1,175.10"
"Block","PB19022818-01","124.40","124.40"
"Hourly","PH19022819","1,004.90","1,334.90"
"Block","PB19022819-01","123.00","123.00"
"Block","PB19022820-01","142.70","142.70"
"Hourly","PH19022820","1,997.70","1,023.00"
"Hourly","PH19022821","963.90","803.30"
"Block","PB19022821-01","132.30","132.30"
"Hourly","PH19022822","2,033.70","723.60"
"Block","PB19022822-01","138.80","138.80"
"Block","PB19022823-01","119.30","119.30"
"Hourly","PH19022823","759.60","1,444.90"
"Block","PB19030100-01","143.40","143.40"
"Block","PB19030100-02","0.50","0.50"
"Block","PB19030100-05","2.00","2.00"
"Hourly","PH19030100","1,566.40","1,071.00"
"Block","PB19030101-01","147.00","147.00"
"Hourly","PH19030101","812.40","1,059.20"
"Block","PB19030102-01","106.00","106.00"
"Hourly","PH19030102","442.10","603.80"
"Block","PB19030103-01","109.20","109.20"
"Hourly","PH19030103","261.30","1,824.70"
"Block","PB19030104-01","132.90","132.90"
"Hourly","PH19030104","307.40","1,859.30"
"Block","PB19030105-01","112.10","112.10"
"Hourly","PH19030105","311.10","2,059.90"
"Block","PB19030106-01","112.40","112.40"
"Hourly","PH19030106","1,404.20","2,476.40"
"Block","PB19030107-01","123.90","123.90"
"Hourly","PH19030107","416.60","2,376.50"
"Block","PB19030108-01","110.60","110.60"
"Hourly","PH19030108","504.60","2,784.50"
"Block","PB19030109-01","85.60","85.60"
"Hourly","PH19030109","1,011.20","2,413.40"
"Block","PB19030110-01","108.40","108.40"
"Hourly","PH19030110","1,166.50","2,632.00"
"Block","PB19030111-01","97.50","97.50"
"Hourly","PH19030111","397.10","5,324.60"
"Block","PB19030112-01","100.60","100.60"
"Hourly","PH19030112","3,112.30","5,914.30"
"Block","PB19030113-01","81.40","81.40"
"Hourly","PH19030113","1,862.40","5,664.70"
"Block","PB19030114-01","113.20","113.20"
"Hourly","PH19030114","9,660.60","6,531.50"
"Block","PB19030115-01","146.70","146.70"
"Hourly","PH19030115","10,715.60","6,752.60"
"Block","PB19030116-01","148.40","148.40"
"Hourly","PH19030116","782.10","3,733.70"
"Block","PB19030117-01","157.20","157.20"
"Hourly","PH19030117","1,069.50","4,698.20"
"Block","PB19030118-02","1.00","1.00"
"Hourly","PH19030118","985.30","5,655.10"
"Block","PB19030118-01","148.50","148.50"
"Block","PB19030119-01","147.30","147.30"
"Hourly","PH19030119","2,130.40","4,227.30"
"Block","PB19030120-01","108.60","104.30"
"Block","PB19030120-04","4.30","4.30"
"Hourly","PH19030120","646.90","5,869.60"
"Block","PB19030121-01","159.80","159.80"
"Hourly","PH19030121","1,798.30","7,187.30"
"Block","PB19030122-01","128.50","125.50"
"Hourly","PH19030122","880.60","4,493.30"
"Block","PB19030123-01","167.70","167.70"
"Hourly","PH19030123","1,161.40","4,748.30"
"Block","PB19030200-01","182.40","206.20"
"Hourly","PH19030200","538.40","1,154.60"
"Block","PB19030201-01","681.10","176.10"
